Issue_URL,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Final_Label
https://gitee.com/mindspore/mindformers/issues/IBT0AW,B.2,B.2,B.4,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBSUVQ,B.2,B.1,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBSU2T,B.3,B.3,B.4,B.3,B.3,B.4,B.3,B.3
https://gitee.com/mindspore/mindformers/issues/IBSTYH,B.1,B.4,B.1,B.4,B.1,B.2,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBSR8K,C.2,C.6,C.6,C.6,C.6,C.6,C.6,C.6
https://gitee.com/mindspore/mindformers/issues/IBSMIF,C.5,C.5,C.5,C.5,C.5,C.1,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBSLNT,C.3,C.3,C.5,C.3,C.1,C.2,C.3,C.3
https://gitee.com/mindspore/mindformers/issues/IBSLNI,C.4,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBSICE,C.3,C.3,C.3,C.3,C.3,C.7,C.3,C.3
https://gitee.com/mindspore/mindformers/issues/IBSHOW,C.5,C.5,C.8,C.5,C.5,C.3,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBSE8D,B.2,B.2,B.2,B.4,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBSC40,A.2,A.4,A.2,A.2,A.2,A.4,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBS8EU,B.2,B.3,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBS7EO,B.3,B.3,B.3,B.4,B.3,B.3,B.3,B.3
https://gitee.com/mindspore/mindformers/issues/IBS7BG,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBS785,B.1,B.3,B.3,B.3,B.3,B.4,B.4,B.3
https://gitee.com/mindspore/mindformers/issues/IBRZOF,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBRMMD,C.9,C.9,C.9,C.1,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBRLPL,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBRKW9,C.5,C.5,C.5,C.9,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBRFXX,C.3,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBRDER,C.6,C.6,C.6,C.6,C.6,C.6,C.6,C.6
https://gitee.com/mindspore/mindformers/issues/IBRCS6,A.1,A.4,A.2,A.2,A.2,A.3,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBRCHL,C.9,C.9,C.9,C.9,C.9,C.9,C.10,C.9
https://gitee.com/mindspore/mindformers/issues/IBR7YU,B.2,B.2,B.2,C.5,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBR2BJ,B.2,B.1,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBQUGE,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBQM85,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBQL3E,B.1,B.1,B.1,C.9,B.1,B.1,B.2,B.1
https://gitee.com/mindspore/mindformers/issues/IBQIQI,C.2,C.5,B.2,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBPUX1,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBPRTF,C.5,C.5,C.5,C.5,C.5,C.4,C.4,C.5
https://gitee.com/mindspore/mindformers/issues/IBPQOV,A.2,B.3,A.4,A.2,A.2,A.2,A.3,A.2
https://gitee.com/mindspore/mindformers/issues/IBPNGG,A.3,A.1,A.3,A.4,A.3,A.3,A.1,A.3
https://gitee.com/mindspore/mindformers/issues/IBPJ74,A.3,A.4,A.3,A.3,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBPBWR,B.2,B.3,B.2,B.2,B.1,B.4,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBP3JU,C.9,C.9,C.8,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBOX0Y,C.9,C.3,C.3,C.3,C.3,C.3,C.3,C.3
https://gitee.com/mindspore/mindformers/issues/IBOPV2,B.2,B.4,B.2,B.2,B.4,B.2,B.1,B.2
https://gitee.com/mindspore/mindformers/issues/IBOCJD,C.1,B.3,C.4,C.3,C.3,C.3,C.3,C.3
https://gitee.com/mindspore/mindformers/issues/IBO7XU,A.2,A.2,A.2,A.1,A.2,A.4,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBO364,C.5,C.5,C.5,C.3,C.8,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBNT2Y,C.9,B.2,C.9,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBNPS2,B.4,B.4,B.4,B.4,B.4,B.3,B.4,B.4
https://gitee.com/mindspore/mindformers/issues/IBNORE,A.2,A.2,A.4,A.2,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBNOJJ,C.5,C.5,C.5,C.5,C.6,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBNOJC,C.10,C.9,C.9,C.9,C.10,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBNO08,B.2,B.1,B.1,B.1,B.1,B.4,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBNMJS,C.6,C.9,C.9,C.9,C.9,C.9,C.10,C.9
https://gitee.com/mindspore/mindformers/issues/IBNGT8,C.3,C.3,C.10,C.3,C.1,C.3,C.3,C.3
https://gitee.com/mindspore/mindformers/issues/IBNGR5,C.5,C.5,C.2,C.3,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBN6CM,B.1,B.1,B.3,B.1,B.1,B.1,B.3,B.1
https://gitee.com/mindspore/mindformers/issues/IBN6BR,A.2,A.2,A.2,A.2,A.3,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBMXTJ,C.4,C.9,C.9,C.8,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBMXSL,B.2,B.4,B.2,B.2,B.4,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBMWFX,C.9,C.2,C.3,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBMW4W,B.1,B.1,B.1,B.1,B.1,B.3,B.3,B.1
https://gitee.com/mindspore/mindformers/issues/IBMVV4,B.4,B.2,B.4,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBMSI4,A.2,A.2,A.2,A.2,A.2,A.2,A.1,A.2
https://gitee.com/mindspore/mindformers/issues/IBMSHY,C.9,C.8,C.9,C.9,C.9,C.10,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBMS5S,C.5,C.5,C.5,C.5,C.5,B.3,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBMMXR,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBMK9H,B.4,B.3,B.3,B.1,B.3,B.3,B.3,B.3
https://gitee.com/mindspore/mindformers/issues/IBMK9A,A.2,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBMIWA,C.5,C.5,C.5,C.5,C.5,C.6,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBMH65,C.5,C.5,C.7,C.5,C.8,C.3,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBMDKC,B.2,B.2,B.3,B.3,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBMBVL,C.4,C.4,C.7,C.4,C.4,C.4,C.4,C.4
https://gitee.com/mindspore/mindformers/issues/IBMAIF,B.1,B.1,B.1,B.2,B.1,B.1,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBM8XW,B.2,C.5,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBM679,C.4,C.4,C.4,C.4,C.5,C.7,C.10,C.4
https://gitee.com/mindspore/mindformers/issues/IBM63N,B.4,B.2,B.2,B.4,B.4,B.4,B.4,B.4
https://gitee.com/mindspore/mindformers/issues/IBM605,A.3,A.3,A.3,A.3,A.3,B.2,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBM4U4,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBM4RK,B.2,B.1,B.3,B.1,B.2,B.1,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBM4EP,C.9,C.9,C.9,C.3,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBM41S,C.5,C.5,C.5,C.5,C.7,C.5,C.10,C.5
https://gitee.com/mindspore/mindformers/issues/IBM3FQ,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBLY42,B.1,B.1,B.2,B.1,B.1,B.2,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBLWSX,A.4,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBLSTG,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBLOB9,B.4,B.2,B.4,B.3,B.4,B.4,B.1,B.4
https://gitee.com/mindspore/mindformers/issues/IBLLPU,C.5,C.5,C.5,C.5,C.7,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBLLPC,B.4,B.1,B.2,B.4,B.4,B.4,B.4,B.4
https://gitee.com/mindspore/mindformers/issues/IBLL9P,C.9,C.9,C.4,C.6,C.9,C.9,C.7,C.9
https://gitee.com/mindspore/mindformers/issues/IBLIR8,B.1,B.1,B.1,B.2,B.1,B.1,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBLBMC,B.4,B.4,B.4,B.4,B.4,B.4,B.4,B.4
https://gitee.com/mindspore/mindformers/issues/IBLBM2,C.6,C.3,C.6,C.6,B.3,C.6,C.6,C.6
https://gitee.com/mindspore/mindformers/issues/IBL0X5,B.3,B.3,B.3,B.4,B.3,B.3,B.3,B.3
https://gitee.com/mindspore/mindformers/issues/IBKR91,A.3,A.1,A.3,B.1,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBKHLZ,A.2,A.2,A.2,A.2,A.2,A.2,A.1,A.2
https://gitee.com/mindspore/mindformers/issues/IBK7T7,C.9,C.9,C.9,C.8,C.9,C.7,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBJTJK,B.2,B.2,B.2,B.4,B.2,B.2,B.4,B.2
https://gitee.com/mindspore/mindformers/issues/IBJSSM,C.6,C.1,C.6,C.6,C.6,C.6,C.6,C.6
https://gitee.com/mindspore/mindformers/issues/IBJOGL,C.9,C.9,C.9,C.9,C.9,C.2,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBJL5Y,C.5,C.5,C.5,C.5,C.9,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBJKUV,A.2,A.3,A.2,A.3,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBJKTT,A.3,A.3,A.3,A.1,B.2,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBJIUZ,C.9,C.9,C.9,C.2,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBJIIP,A.2,A.2,A.3,A.2,A.4,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBJH0U,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBJFCX,B.2,C.5,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBJCMH,C.9,C.9,C.9,C.8,C.9,C.9,C.6,C.9
https://gitee.com/mindspore/mindformers/issues/IBJBO1,C.5,B.2,C.6,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBJ2MF,B.4,B.4,B.1,B.4,B.4,C.5,B.4,B.4
https://gitee.com/mindspore/mindformers/issues/IBIZHX,C.3,C.9,C.9,C.9,C.8,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBIY6O,C.3,C.3,C.3,C.3,C.3,C.2,C.3,C.3
https://gitee.com/mindspore/mindformers/issues/IBIV1K,C.4,C.6,C.4,C.4,C.4,C.4,C.10,C.4
https://gitee.com/mindspore/mindformers/issues/IBINED,C.5,C.5,C.10,C.2,C.5,C.10,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBIJX8,C.9,A.3,A.3,A.1,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBIAHT,A.1,A.3,A.4,A.3,A.3,B.2,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBI99E,B.2,B.2,C.5,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBI0A8,C.8,C.9,C.9,C.9,C.9,C.7,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBHVEG,B.2,B.1,B.2,B.2,C.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBHT6I,C.3,C.3,C.3,C.3,C.3,C.5,C.3,C.3
https://gitee.com/mindspore/mindformers/issues/IBHRMC,C.4,C.4,C.4,C.4,C.2,C.4,C.4,C.4
https://gitee.com/mindspore/mindformers/issues/IBHM5U,B.2,B.4,B.2,B.4,B.4,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBHKOB,C.7,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBHH74,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBHD2G,B.1,B.1,B.1,B.2,B.1,B.1,B.2,B.1
https://gitee.com/mindspore/mindformers/issues/IBHAW9,C.9,C.9,C.9,C.9,C.9,C.9,C.8,C.9
https://gitee.com/mindspore/mindformers/issues/IBH9K4,C.9,A.3,A.3,A.3,A.1,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBH8EE,A.2,A.2,A.2,A.2,A.3,A.2,A.1,A.2
https://gitee.com/mindspore/mindformers/issues/IBH48K,C.5,C.5,C.5,C.5,C.5,C.4,C.4,C.5
https://gitee.com/mindspore/mindformers/issues/IBH48I,A.3,A.3,A.3,A.3,A.3,A.3,A.2,A.3
https://gitee.com/mindspore/mindformers/issues/IBGYDN,A.2,A.2,A.4,A.2,A.2,A.3,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBGX94,B.2,B.2,B.2,B.2,C.2,B.4,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBGU96,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBGQMO,B.4,B.2,B.4,B.4,B.4,B.4,B.4,B.4
https://gitee.com/mindspore/mindformers/issues/IBGPZM,C.9,C.9,C.9,C.9,C.9,C.7,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBGHBO,A.3,A.3,A.3,A.3,A.2,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBGD43,B.2,B.4,B.4,B.2,B.2,B.2,B.1,B.2
https://gitee.com/mindspore/mindformers/issues/IBGCLY,C.3,C.3,C.3,C.3,C.2,C.3,C.5,C.3
https://gitee.com/mindspore/mindformers/issues/IBGBVP,B.2,B.2,B.2,B.2,B.4,B.1,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBGBNA,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBGB1G,C.9,C.9,C.8,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBGAJH,A.2,A.4,A.2,A.2,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBG9I9,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBG8EQ,C.5,C.5,C.7,C.2,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBG86R,B.2,B.2,B.2,B.2,B.3,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBG7EV,B.2,B.2,B.2,B.2,B.2,B.4,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBG5FO,B.3,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBG2UK,B.3,B.1,B.1,B.1,B.1,B.1,C.8,B.1
https://gitee.com/mindspore/mindformers/issues/IBG2I2,C.4,C.6,C.4,C.5,C.9,C.4,C.4,C.4
https://gitee.com/mindspore/mindformers/issues/IBG1V8,B.1,B.1,B.1,B.1,B.1,B.4,B.1,B.1
https://gitee.com/mindspore/mindformers/issues/IBG02H,A.3,A.3,A.3,A.3,C.5,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBFYEJ,C.9,A.2,A.2,A.4,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBFMCU,C.9,C.9,C.8,C.2,C.9,C.2,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBFBO1,C.9,C.9,C.7,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindformers/issues/IBFBAF,B.3,B.3,C.10,B.3,B.3,B.3,B.3,B.3
https://gitee.com/mindspore/mindformers/issues/IBFBA3,C.5,C.9,C.5,C.7,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBFB9U,A.2,A.3,A.2,A.2,A.2,A.2,A.2,A.2
https://gitee.com/mindspore/mindformers/issues/IBFB6Y,A.3,A.3,A.1,A.3,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBFB3U,B.2,B.2,B.4,B.2,B.2,B.4,B.2,B.2
https://gitee.com/mindspore/mindformers/issues/IBF3DQ,C.5,C.5,C.1,C.9,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBF32P,A.4,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBEZVX,A.4,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://gitee.com/mindspore/mindformers/issues/IBEWYI,C.1,C.10,C.5,C.1,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBEP9Z,C.6,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindformers/issues/IBENFO,B.2,B.2,B.2,B.2,B.2,B.1,B.1,B.2
https://gitee.com/mindspore/mindformers/issues/IBEGKH,C.5,C.5,C.4,C.5,C.5,C.5,C.5,C.5
